Momentum (GeV/c),Theta (Deg),Eta,Delta p / p,DCA-rPhi [um],DCA-z [um]
1.3000,131.6080,-0.800000,0.004,27.15409,35.57883
1.3000,129.4310,-0.750000,0.00394,25.8995,32.84976
1.3000,127.1830,-0.700000,0.00388,24.75695,30.44126
1.3000,124.8670,-0.650000,0.00383,23.7207,28.32065
1.3000,122.4830,-0.600000,0.00378,22.78394,26.45635
1.3000,120.0340,-0.550000,0.00373,21.94156,24.82308
1.3000,117.5240,-0.500000,0.00369,21.18893,23.39886
1.3000,114.9550,-0.450000,0.00366,20.52113,22.1632
1.3000,112.3310,-0.400000,0.00362,19.9342,21.09925
1.3000,109.6560,-0.350000,0.00359,19.42452,20.19229
1.3000,106.9370,-0.300000,0.00357,18.9893,19.43049
1.3000,104.1770,-0.250000,0.00355,18.62545,18.80265
1.3000,101.3840,-0.200000,0.00353,18.33095,18.3006
1.3000,98.5620,-0.150000,0.00352,18.10372,17.917
1.3000,95.7200,-0.100000,0.00351,17.94251,17.64688
1.3000,92.8640,-0.050000,0.0035,17.84618,17.48634
1.3000,90.0000,0.000000,0.0035,17.81411,17.46928
1.3000,87.1360,0.050000,0.0035,17.84616,17.99152
1.3000,84.2800,0.100000,0.00351,17.94247,18.15449
1.3000,81.4380,0.150000,0.00352,18.10367,18.42868
1.3000,78.6160,0.200000,0.00353,18.33088,18.81799
1.3000,75.8230,0.250000,0.00355,18.62536,19.32738
1.3000,73.0630,0.300000,0.00357,18.98919,19.96419
1.3000,70.3440,0.350000,0.00359,19.42439,20.73657
1.3000,67.6690,0.400000,0.00362,19.93407,21.65573
1.3000,65.0450,0.450000,0.00365,20.521,22.73349
1.3000,62.4760,0.500000,0.00369,21.1888,23.98454
1.3000,59.9660,0.550000,0.00373,21.94144,25.42574
1.3000,57.5170,0.600000,0.00378,22.78385,27.07754
1.3000,55.1330,0.650000,0.00383,23.72065,28.96182
1.3000,52.8170,0.700000,0.00388,24.75695,31.10373
1.3000,50.5690,0.750000,0.00394,25.89958,33.5347
1.3000,48.3920,0.800000,0.004,27.15428,36.28711
1.3000,46.2850,0.850000,0.00406,28.52937,39.40283
1.3000,44.2500,0.900000,0.01954,36.54109,42.39024
1.3000,42.2870,0.950000,0.00481,31.73607,46.90582
1.3000,40.3950,1.000000,0.00555,34.76026,50.15618
1.3000,38.5740,1.050000,0.00591,36.68368,55.15874
1.3000,36.8220,1.100000,0.00631,38.78551,60.82127
1.3000,35.1390,1.150000,0.00673,41.0784,67.22988
1.3000,33.5240,1.200000,0.00718,43.577,74.4842
1.3000,31.9750,1.250000,0.00768,46.29874,82.70128
1.3000,30.4890,1.300000,0.00603,48.05277,94.00103
1.3000,29.0670,1.350000,0.0064,51.20338,104.74677
1.3000,27.7050,1.400000,0.00679,54.62622,116.93785
1.3000,26.4020,1.450000,0.00721,58.34162,130.76266
1.3000,25.1570,1.500000,0.00766,62.37045,146.42903
1.3000,23.9660,1.550000,0.00814,66.74554,164.21333
1.3000,22.8290,1.600000,0.00621,72.45899,177.3365
1.3000,21.7430,1.650000,0.00657,77.6821,199.30689
1.3000,20.7060,1.700000,0.00695,83.34343,224.23392
1.3000,19.7160,1.750000,0.00735,89.47963,252.5224
1.3000,18.7720,1.800000,0.00806,94.23103,295.60133
1.3000,17.8720,1.850000,0.00736,102.45279,325.66373
1.3000,17.0130,1.900000,0.0068,109.34799,361.83257
1.3000,16.1950,1.950000,0.00716,117.20639,408.76311
1.3000,15.4150,2.000000,0.00755,125.44419,462.03789
1.3000,14.6710,2.050000,0.00855,153.59189,644.40389
1.3000,13.9630,2.100000,0.00899,156.74745,708.20429
1.3000,13.2880,2.150000,0.00945,160.09996,781.01369
1.3000,12.6460,2.200000,0.00993,163.5373,863.89843
1.3000,12.0330,2.250000,0.01044,166.61788,958.62314
1.3000,11.4510,2.300000,0.01098,169.46543,1066.24768
1.3000,10.8960,2.350000,0.01154,171.97997,1189.03026
1.3000,10.3670,2.400000,0.01213,174.13802,1329.04537
1.3000,9.8640,2.450000,0.01275,176.42179,1488.29357
1.3000,9.3850,2.500000,0.0134,178.6235,1669.64189
1.3000,8.9290,2.550000,0.01409,180.11246,1876.06213
1.3000,8.4960,2.600000,0.01481,181.11871,2110.33342
1.3000,8.0830,2.650000,0.01702,191.67289,2551.78538
1.3000,7.6900,2.700000,0.01789,195.55249,2842.44414
1.3000,7.3160,2.750000,0.01881,200.8295,3173.23343
1.3000,6.9600,2.800000,0.01977,208.41906,3549.77224
1.3000,6.6210,2.850000,0.02078,218.43578,3978.55831
1.3000,6.2990,2.900000,0.02184,231.79805,4465.51083
1.3000,5.9920,2.950000,0.02296,248.52564,5020.53726
1.3000,5.7000,3.000000,0.02413,269.06465,5651.65221
1.4000,174.3000,-3.000000,0.02409,246.15217,5243.99149
1.4000,174.0080,-2.950000,0.02292,229.83157,4658.39532
1.4000,173.7010,-2.900000,0.0218,216.55519,4143.39531
1.4000,173.3790,-2.850000,0.02074,206.66379,3691.55684
1.4000,173.0400,-2.800000,0.01973,199.32619,3293.68837
1.4000,172.6840,-2.750000,0.01877,194.18684,2944.29854
1.4000,172.3100,-2.700000,0.01786,190.5258,2637.35888
1.4000,171.9170,-2.650000,0.01699,188.19034,2367.65604
1.4000,171.5040,-2.600000,0.01476,179.76991,1958.24501
1.4000,171.0710,-2.550000,0.01405,178.3588,1740.88525
1.4000,170.6150,-2.500000,0.01336,176.07984,1549.3643
1.4000,170.1360,-2.450000,0.01271,173.3773,1381.10418
1.4000,169.6330,-2.400000,0.01209,170.9139,1233.34797
1.4000,169.1040,-2.350000,0.0115,168.12664,1103.43587
1.4000,168.5490,-2.300000,0.01094,165.00841,989.5119
1.4000,167.9670,-2.250000,0.01041,161.73838,889.65147
1.4000,167.3540,-2.200000,0.0099,157.92846,801.75943
1.4000,166.7120,-2.150000,0.00942,154.1641,724.85249
1.4000,166.0370,-2.100000,0.00896,150.41131,657.2934
1.4000,165.3290,-2.050000,0.00853,146.7899,598.09283
1.4000,164.5850,-2.000000,0.00753,117.14228,428.6053
1.4000,163.8050,-1.950000,0.00714,109.25299,379.17466
1.4000,162.9870,-1.900000,0.00678,101.90407,335.63075
1.4000,162.1280,-1.850000,0.00784,95.47571,317.17711
1.4000,161.2280,-1.800000,0.00805,87.4549,273.68635
1.4000,160.2840,-1.750000,0.00734,83.1612,232.89413
1.4000,159.2940,-1.700000,0.00695,77.47298,206.66182
1.4000,158.2570,-1.650000,0.00657,72.2248,183.55113
1.4000,157.1710,-1.600000,0.00621,67.3826,163.18688
1.4000,156.0340,-1.550000,0.00814,62.10505,151.54564
1.4000,154.8430,-1.500000,0.00767,58.05,135.05798
1.4000,153.5980,-1.450000,0.00722,54.31536,120.53702
1.4000,152.2950,-1.400000,0.00681,50.87066,107.7264
1.4000,150.9330,-1.350000,0.00642,47.69653,96.43323
1.4000,149.5110,-1.300000,0.00605,44.77413,86.48262
1.4000,148.0250,-1.250000,0.00776,43.20512,76.2144
1.4000,146.4760,-1.200000,0.00727,40.68127,68.61237
1.4000,144.8610,-1.150000,0.00681,38.36376,61.9044
1.4000,143.1780,-1.100000,0.00639,36.23653,55.98172
1.4000,141.4260,-1.050000,0.006,34.28612,50.75165
1.4000,139.6050,-1.000000,0.00564,32.50093,46.13409
1.4000,137.7130,-0.950000,0.00483,29.57751,42.90371
1.4000,135.7500,-0.900000,0.02051,34.80864,38.98815
1.4000,133.7150,-0.850000,0.00408,26.58814,35.97525
1.4000,131.6080,-0.800000,0.00401,25.30801,33.10044
1.4000,129.4310,-0.750000,0.00395,24.14005,30.56225
1.4000,127.1830,-0.700000,0.00389,23.07655,28.32184
1.4000,124.8670,-0.650000,0.00384,22.11217,26.3491
1.4000,122.4830,-0.600000,0.00379,21.24056,24.61482
1.4000,120.0340,-0.550000,0.00375,20.45695,23.09561
1.4000,117.5240,-0.500000,0.00371,19.757,21.77106
1.4000,114.9550,-0.450000,0.00367,19.13609,20.6221
1.4000,112.3310,-0.400000,0.00364,18.5905,19.63301
1.4000,109.6560,-0.350000,0.00361,18.11683,18.79006
1.4000,106.9370,-0.300000,0.00359,17.71245,18.08219
1.4000,104.1770,-0.250000,0.00357,17.37444,17.49891
1.4000,101.3840,-0.200000,0.00355,17.10091,17.03258
1.4000,98.5620,-0.150000,0.00354,16.88988,16.67632
1.4000,95.7200,-0.100000,0.00353,16.74018,16.42549
1.4000,92.8640,-0.050000,0.00353,16.65074,16.27642
1.4000,90.0000,0.000000,0.00352,16.62097,16.27895
1.4000,87.1360,0.050000,0.00353,16.65072,16.76223
1.4000,84.2800,0.100000,0.00353,16.74014,16.91371
1.4000,81.4380,0.150000,0.00354,16.88983,17.16858
1.4000,78.6160,0.200000,0.00355,17.10084,17.53049
1.4000,75.8230,0.250000,0.00357,17.37435,18.00409
1.4000,73.0630,0.300000,0.00359,17.71234,18.59622
1.4000,70.3440,0.350000,0.00361,18.11671,19.31453
1.4000,67.6690,0.400000,0.00364,18.59037,20.16949
1.4000,65.0450,0.450000,0.00367,19.13594,21.17217
1.4000,62.4760,0.500000,0.00371,19.75685,22.33628
1.4000,59.9660,0.550000,0.00375,20.4568,23.67755
1.4000,57.5170,0.600000,0.00379,21.24043,25.21504
1.4000,55.1330,0.650000,0.00384,22.11206,26.96909
1.4000,52.8170,0.700000,0.00389,23.07647,28.96303
1.4000,50.5690,0.750000,0.00395,24.14003,31.22592
1.4000,48.3920,0.800000,0.00401,25.30806,33.78765
1.4000,46.2850,0.850000,0.00408,26.58829,36.68679
1.4000,44.2500,0.900000,0.02051,34.82045,39.45661
1.4000,42.2870,0.950000,0.00483,29.57807,43.66407
1.4000,40.3950,1.000000,0.00563,32.50404,46.65552
1.4000,38.5740,1.050000,0.006,34.28864,51.30243
1.4000,36.8220,1.100000,0.00639,36.23842,56.56014
1.4000,35.1390,1.150000,0.00681,38.36499,62.50835
1.4000,33.5240,1.200000,0.00726,40.68184,69.23951
1.4000,31.9750,1.250000,0.00775,43.20502,76.86229
1.4000,30.4890,1.300000,0.00605,44.77593,87.37037
1.4000,29.0670,1.350000,0.00642,47.69871,97.33553
1.4000,27.7050,1.400000,0.00681,50.87321,108.64084
1.4000,26.4020,1.450000,0.00722,54.31825,121.46144
1.4000,25.1570,1.500000,0.00767,58.05321,135.99046
1.4000,23.9660,1.550000,0.00814,62.10855,152.48454
1.4000,22.8290,1.600000,0.00621,67.385,164.66115
1.4000,21.7430,1.650000,0.00657,72.22731,185.04093
1.4000,20.7060,1.700000,0.00694,77.47559,208.16413
1.4000,19.7160,1.750000,0.00734,83.1639,234.40636
1.4000,18.7720,1.800000,0.00805,87.45631,274.31801
1.4000,17.8720,1.850000,0.00784,95.47698,317.20814
1.4000,17.0130,1.900000,0.00678,101.90455,335.77447
1.4000,16.1950,1.950000,0.00714,109.25364,379.32498
1.4000,15.4150,2.000000,0.00753,117.14357,428.76332
1.4000,14.6710,2.050000,0.00853,146.7899,598.09283
1.4000,13.9630,2.100000,0.00896,150.41131,657.2934
1.4000,13.2880,2.150000,0.00942,154.1641,724.85249
1.4000,12.6460,2.200000,0.0099,157.92846,801.75943
1.4000,12.0330,2.250000,0.01041,161.73838,889.65147
1.4000,11.4510,2.300000,0.01094,165.00841,989.5119
1.4000,10.8960,2.350000,0.0115,168.12664,1103.43587
1.4000,10.3670,2.400000,0.01209,170.9139,1233.34797
1.4000,9.8640,2.450000,0.01271,173.3773,1381.10418
1.4000,9.3850,2.500000,0.01336,176.07984,1549.3643
1.4000,8.9290,2.550000,0.01405,178.3588,1740.88525
1.4000,8.4960,2.600000,0.01476,179.76991,1958.24501
1.4000,8.0830,2.650000,0.01699,188.19034,2367.65604
1.4000,7.6900,2.700000,0.01786,190.5258,2637.35888
1.4000,7.3160,2.750000,0.01877,194.18684,2944.29854
1.4000,6.9600,2.800000,0.01973,199.32619,3293.68837
1.4000,6.6210,2.850000,0.02074,206.66379,3691.55684
1.4000,6.2990,2.900000,0.0218,216.55519,4143.39531
1.4000,5.9920,2.950000,0.02292,229.83157,4658.39532
1.4000,5.7000,3.000000,0.02409,246.15217,5243.99149
1.5000,174.3000,-3.000000,0.02406,229.25509,4891.48525
1.5000,174.0080,-2.950000,0.02289,216.18521,4345.24854
1.5000,173.7010,-2.900000,0.02177,205.99852,3864.86032
1.5000,173.3790,-2.850000,0.02071,198.65379,3443.38691
1.5000,173.0400,-2.800000,0.0197,193.61209,3072.2554
1.5000,172.6840,-2.750000,0.01875,190.00391,2746.34412
1.5000,172.3100,-2.700000,0.01783,187.53905,2460.03012
1.5000,171.9170,-2.650000,0.01696,185.5181,2208.45068
1.5000,171.5040,-2.600000,0.01473,178.24937,1826.72106
1.5000,171.0710,-2.550000,0.01401,175.99838,1623.98481
1.5000,170.6150,-2.500000,0.01333,173.08617,1445.34766
1.5000,170.1360,-2.450000,0.01268,170.38681,1288.40545
1.5000,169.6330,-2.400000,0.01206,167.37889,1150.58701
1.5000,169.1040,-2.350000,0.01148,164.08678,1029.41165
1.5000,168.5490,-2.300000,0.01092,160.61222,923.14843
1.5000,167.9670,-2.250000,0.01039,156.5742,830.0023
1.5000,167.3540,-2.200000,0.00988,152.32347,748.01909
1.5000,166.7120,-2.150000,0.0094,148.01991,676.28174
1.5000,166.0370,-2.100000,0.00894,143.83685,613.26312
1.5000,165.3290,-2.050000,0.00851,139.83602,558.04047
1.5000,164.5850,-2.000000,0.00751,109.7431,399.82891
1.5000,163.8050,-1.950000,0.00713,102.32805,353.71597
1.5000,162.9870,-1.900000,0.00676,95.44303,313.09511
1.5000,162.1280,-1.850000,0.00832,88.90845,283.2903
1.5000,161.2280,-1.800000,0.00804,81.59808,255.28055
1.5000,160.2840,-1.750000,0.00734,77.70263,217.23527
1.5000,159.2940,-1.700000,0.00694,72.40121,192.77433
1.5000,158.2570,-1.650000,0.00656,67.50964,171.22566
1.5000,157.1710,-1.600000,0.00621,62.99604,152.23932
1.5000,156.0340,-1.550000,0.00815,58.09652,141.40885
1.5000,154.8430,-1.500000,0.00768,54.31704,126.03807
1.5000,153.5980,-1.450000,0.00724,50.83552,112.50185
1.5000,152.2950,-1.400000,0.00683,47.62356,100.56083
1.5000,150.9330,-1.350000,0.00644,44.6631,90.03481
1.5000,149.5110,-1.300000,0.00607,41.93661,80.76037
1.5000,148.0250,-1.250000,0.00783,40.52795,71.17948
1.5000,146.4760,-1.200000,0.00734,38.1746,64.09227
1.5000,144.8610,-1.150000,0.00689,36.01307,57.83755
1.5000,143.1780,-1.100000,0.00647,34.02852,52.31373
1.5000,141.4260,-1.050000,0.00608,32.20849,47.43439
1.5000,139.6050,-1.000000,0.00572,30.54233,43.12494
1.5000,137.7130,-0.950000,0.00484,27.7048,40.11291
1.5000,135.7500,-0.900000,0.0215,33.36418,36.48455
1.5000,133.7150,-0.850000,0.00409,24.90399,33.63942
1.5000,131.6080,-0.800000,0.00402,23.7063,30.9521
1.5000,129.4310,-0.750000,0.00396,22.61374,28.57904
1.5000,127.1830,-0.700000,0.00391,21.61909,26.48423
1.5000,124.8670,-0.650000,0.00386,20.71735,24.63972
1.5000,122.4830,-0.600000,0.00381,19.90256,23.01834
1.5000,120.0340,-0.550000,0.00376,19.17022,21.59825
1.5000,117.5240,-0.500000,0.00373,18.51624,20.36038
1.5000,114.9550,-0.450000,0.00369,17.93626,19.28686
1.5000,112.3310,-0.400000,0.00366,17.42676,18.36294
1.5000,109.6560,-0.350000,0.00363,16.98453,17.57573
1.5000,106.9370,-0.300000,0.00361,16.60707,16.91481
1.5000,104.1770,-0.250000,0.00359,16.29162,16.37034
1.5000,101.3840,-0.200000,0.00357,16.03639,15.93512
1.5000,98.5620,-0.150000,0.00356,15.83951,15.60268
1.5000,95.7200,-0.100000,0.00355,15.69986,15.36864
1.5000,92.8640,-0.050000,0.00355,15.61644,15.22956
1.5000,90.0000,0.000000,0.00355,15.58867,15.24856
1.5000,87.1360,0.050000,0.00355,15.61642,15.69749
1.5000,84.2800,0.100000,0.00355,15.69983,15.83897
1.5000,81.4380,0.150000,0.00356,15.83947,16.07703
1.5000,78.6160,0.200000,0.00357,16.03633,16.4151
1.5000,75.8230,0.250000,0.00359,16.29154,16.85753
1.5000,73.0630,0.300000,0.00361,16.60697,17.41078
1.5000,70.3440,0.350000,0.00363,16.98441,18.08202
1.5000,67.6690,0.400000,0.00366,17.42663,18.8811
1.5000,65.0450,0.450000,0.00369,17.93611,19.81842
1.5000,62.4760,0.500000,0.00373,18.51608,20.90688
1.5000,59.9660,0.550000,0.00376,19.17005,22.16122
1.5000,57.5170,0.600000,0.00381,19.9024,23.59932
1.5000,55.1330,0.650000,0.00385,20.7172,25.24024
1.5000,52.8170,0.700000,0.00391,21.61897,27.10573
1.5000,50.5690,0.750000,0.00396,22.61366,29.22292
1.5000,48.3920,0.800000,0.00402,23.70627,31.61955
1.5000,46.2850,0.850000,0.00409,24.90403,34.33142
1.5000,44.2500,0.900000,0.0215,33.37616,36.91319
1.5000,42.2870,0.950000,0.00484,27.70519,40.85492
1.5000,40.3950,1.000000,0.00571,30.54551,43.62319
1.5000,38.5740,1.050000,0.00607,32.21118,47.96353
1.5000,36.8220,1.100000,0.00646,34.03065,52.87227
1.5000,35.1390,1.150000,0.00688,36.01463,58.4235
1.5000,33.5240,1.200000,0.00733,38.17555,64.70334
1.5000,31.9750,1.250000,0.00782,40.52829,71.81317
1.5000,30.4890,1.300000,0.00607,41.93807,81.63828
1.5000,29.0670,1.350000,0.00644,44.66491,90.92904
1.5000,27.7050,1.400000,0.00682,47.62572,101.46876
1.5000,26.4020,1.450000,0.00724,50.83801,113.42112
1.5000,25.1570,1.500000,0.00768,54.31984,126.96659
1.5000,23.9660,1.550000,0.00815,58.09962,142.34479
1.5000,22.8290,1.600000,0.00621,62.99821,153.70172
1.5000,21.7430,1.650000,0.00656,67.51192,172.70585
1.5000,20.7060,1.700000,0.00694,72.40359,194.26892
1.5000,19.7160,1.750000,0.00733,77.70509,218.74139
1.5000,18.7720,1.800000,0.00804,81.59942,255.91147
1.5000,17.8720,1.850000,0.00832,88.90711,283.72179
1.5000,17.0130,1.900000,0.00676,95.44338,313.2393
1.5000,16.1950,1.950000,0.00713,102.32852,353.86682
1.5000,15.4150,2.000000,0.00751,109.74374,399.98751
1.5000,14.6710,2.050000,0.00851,139.83602,558.04047
1.5000,13.9630,2.100000,0.00894,143.83685,613.26312
1.5000,13.2880,2.150000,0.0094,148.01991,676.28174
1.5000,12.6460,2.200000,0.00988,152.32347,748.01909
1.5000,12.0330,2.250000,0.01039,156.5742,830.0023
1.5000,11.4510,2.300000,0.01092,160.61222,923.14843
1.5000,10.8960,2.350000,0.01148,164.08678,1029.41165
1.5000,10.3670,2.400000,0.01206,167.37889,1150.58701
1.5000,9.8640,2.450000,0.01268,170.38681,1288.40545
1.5000,9.3850,2.500000,0.01333,173.08617,1445.34766
1.5000,8.9290,2.550000,0.01401,175.99838,1623.98481
1.5000,8.4960,2.600000,0.01473,178.24937,1826.72106
1.5000,8.0830,2.650000,0.01696,185.5181,2208.45068
1.5000,7.6900,2.700000,0.01783,187.53905,2460.03012
1.5000,7.3160,2.750000,0.01875,190.00391,2746.34412
1.5000,6.9600,2.800000,0.0197,193.61209,3072.2554
1.5000,6.6210,2.850000,0.02071,198.65379,3443.38691
1.5000,6.2990,2.900000,0.02177,205.99852,3864.86032
1.5000,5.9920,2.950000,0.02289,216.18521,4345.24854
1.5000,5.7000,3.000000,0.02406,229.25509,4891.48525
1.6000,174.3000,-3.000000,0.02403,216.70769,4583.60665
1.6000,174.0080,-2.950000,0.02286,206.32366,4071.74677
1.6000,173.7010,-2.900000,0.02175,198.8346,3621.58968
1.6000,173.3790,-2.850000,0.02069,193.62108,3226.63889
1.6000,173.0400,-2.800000,0.01968,189.85831,2878.86153
1.6000,172.6840,-2.750000,0.01872,187.09508,2573.45861
1.6000,172.3100,-2.700000,0.01781,184.91235,2305.16126
1.6000,171.9170,-2.650000,0.01695,183.19348,2069.41288
1.6000,171.5040,-2.600000,0.0147,176.13169,1711.84162
1.6000,171.0710,-2.550000,0.01399,173.22804,1521.87746
1.6000,170.6150,-2.500000,0.01331,170.18022,1354.49316
1.6000,170.1360,-2.450000,0.01266,167.05616,1207.43626
1.6000,169.6330,-2.400000,0.01204,163.66267,1078.2978
1.6000,169.1040,-2.350000,0.01145,160.10538,964.75351
1.6000,168.5490,-2.300000,0.0109,155.85549,865.18157
1.6000,167.9670,-2.250000,0.01037,151.11247,777.90009
1.6000,167.3540,-2.200000,0.00986,146.30948,701.07803
1.6000,166.7120,-2.150000,0.00938,141.66062,633.85612
1.6000,166.0370,-2.100000,0.00893,137.31202,574.80345
1.6000,165.3290,-2.050000,0.00849,133.19367,523.05539
1.6000,164.5850,-2.000000,0.0075,103.23965,374.69404
1.6000,163.8050,-1.950000,0.00711,96.24866,331.47888
1.6000,162.9870,-1.900000,0.00675,89.75602,293.41113
1.6000,162.1280,-1.850000,0.00853,85.54934,268.45704
1.6000,161.2280,-1.800000,0.00803,76.48414,239.20353
1.6000,160.2840,-1.750000,0.00733,72.93691,203.56087
1.6000,159.2940,-1.700000,0.00693,67.97282,180.64756
1.6000,158.2570,-1.650000,0.00656,63.39211,160.46367
1.6000,157.1710,-1.600000,0.00621,59.16486,142.68128
1.6000,156.0340,-1.550000,0.00816,54.59523,132.5584
1.6000,154.8430,-1.500000,0.00769,51.05554,118.16336
1.6000,153.5980,-1.450000,0.00725,47.79419,105.48731
1.6000,152.2950,-1.400000,0.00684,44.78456,94.30575
1.6000,150.9330,-1.350000,0.00646,42.00979,84.44954
1.6000,149.5110,-1.300000,0.00609,39.45351,75.7652
1.6000,148.0250,-1.250000,0.0079,38.18691,66.78351
1.6000,146.4760,-1.200000,0.00741,35.98136,60.1452
1.6000,144.8610,-1.150000,0.00696,33.955,54.28547
1.6000,143.1780,-1.100000,0.00654,32.09402,49.1091
1.6000,141.4260,-1.050000,0.00615,30.38691,44.53518
1.6000,139.6050,-1.000000,0.00579,28.82379,40.49402
1.6000,137.7130,-0.950000,0.00485,26.06354,37.6715
1.6000,135.7500,-0.900000,0.02251,32.14032,34.29347
1.6000,133.7150,-0.850000,0.0041,23.42855,31.59479
1.6000,131.6080,-0.800000,0.00404,22.30332,29.07126
1.6000,129.4310,-0.750000,0.00398,21.27707,26.84262
1.6000,127.1830,-0.700000,0.00392,20.34302,24.87531
1.6000,124.8670,-0.650000,0.00387,19.49643,23.14323
1.6000,122.4830,-0.600000,0.00382,18.73168,21.6209
1.6000,120.0340,-0.550000,0.00378,18.04451,20.28785
1.6000,117.5240,-0.500000,0.00374,17.43104,19.12613
1.6000,114.9550,-0.450000,0.00371,16.88713,18.11891
1.6000,112.3310,-0.400000,0.00368,16.40944,17.25228
1.6000,109.6560,-0.350000,0.00365,15.99491,16.51407
1.6000,106.9370,-0.300000,0.00363,15.64118,15.89444
1.6000,104.1770,-0.250000,0.00361,15.34561,15.38409
1.6000,101.3840,-0.200000,0.0036,15.1065,14.97621
1.6000,98.5620,-0.150000,0.00359,14.92209,14.66471
1.6000,95.7200,-0.100000,0.00358,14.79129,14.44543
1.6000,92.8640,-0.050000,0.00357,14.71316,14.31513
1.6000,90.0000,0.000000,0.00357,14.68716,14.34802
1.6000,87.1360,0.050000,0.00357,14.71315,14.76642
1.6000,84.2800,0.100000,0.00358,14.79127,14.89912
1.6000,81.4380,0.150000,0.00359,14.92205,15.12241
1.6000,78.6160,0.200000,0.0036,15.10645,15.43953
1.6000,75.8230,0.250000,0.00361,15.34554,15.85459
1.6000,73.0630,0.300000,0.00363,15.64109,16.37367
1.6000,70.3440,0.350000,0.00365,15.99481,17.00355
1.6000,67.6690,0.400000,0.00368,16.40932,17.75353
1.6000,65.0450,0.450000,0.00371,16.88699,18.63342
1.6000,62.4760,0.500000,0.00374,17.43088,19.65539
1.6000,59.9660,0.550000,0.00378,18.04435,20.83335
1.6000,57.5170,0.600000,0.00382,18.73151,22.18417
1.6000,55.1330,0.650000,0.00387,19.49626,23.72576
1.6000,52.8170,0.700000,0.00392,20.34286,25.47859
1.6000,50.5690,0.750000,0.00398,21.27694,27.46809
1.6000,48.3920,0.800000,0.00404,22.30323,29.72021
1.6000,46.2850,0.850000,0.0041,23.42851,32.26836
1.6000,44.2500,0.900000,0.02251,32.15237,34.68593
1.6000,42.2870,0.950000,0.00485,26.06381,38.39585
1.6000,40.3950,1.000000,0.00578,28.82697,40.96976
1.6000,38.5740,1.050000,0.00615,30.38967,45.04308
1.6000,36.8220,1.100000,0.00654,32.09632,49.64792
1.6000,35.1390,1.150000,0.00696,33.95679,54.85341
1.6000,33.5240,1.200000,0.00741,35.9826,60.74005
1.6000,31.9750,1.250000,0.00789,38.18759,67.40281
1.6000,30.4890,1.300000,0.00609,39.45467,76.6329
1.6000,29.0670,1.350000,0.00646,42.01129,85.3353
1.6000,27.7050,1.400000,0.00684,44.78639,95.2068
1.6000,26.4020,1.450000,0.00725,47.79634,106.40109
1.6000,25.1570,1.500000,0.00769,51.05799,119.08758
1.6000,23.9660,1.550000,0.00816,54.59796,133.49108
1.6000,22.8290,1.600000,0.0062,59.16683,144.13105
1.6000,21.7430,1.650000,0.00656,63.39419,161.93356
1.6000,20.7060,1.700000,0.00693,67.975,182.13382
1.6000,19.7160,1.750000,0.00733,72.93917,205.0603
1.6000,18.7720,1.800000,0.00803,76.48541,239.83367
1.6000,17.8720,1.850000,0.00853,85.54791,268.21892
